帧号,时间(秒),状态,置信度
23658,1182.9,open,1.0
23659,1182.95,open,1.0
23660,1183.0,open,1.0
23661,1183.05,open,1.0
23662,1183.1,open,1.0
23663,1183.15,open,1.0
23664,1183.2,open,1.0
23665,1183.25,open,1.0
23666,1183.3,open,1.0
23667,1183.35,open,1.0
23668,1183.4,open,1.0
23669,1183.45,open,1.0
23670,1183.5,close,0.8576
23671,1183.55,close,0.9978
23672,1183.6,close,0.73
23673,1183.65,open,0.9999
23674,1183.7,open,1.0
23675,1183.75,open,1.0
23676,1183.8,open,1.0
23677,1183.85,open,1.0
23678,1183.9,open,1.0
23679,1183.95,open,1.0
23680,1184.0,open,1.0
23681,1184.05,open,1.0
23682,1184.1,open,1.0
23683,1184.15,open,1.0
23684,1184.2,open,1.0
23685,1184.25,open,1.0
23686,1184.3,open,1.0
23687,1184.35,open,1.0
23688,1184.4,open,1.0
23689,1184.45,open,1.0
23690,1184.5,open,1.0
23691,1184.55,open,1.0
23692,1184.6,open,0.9989
23693,1184.65,close,0.9972
23694,1184.7,close,0.9974
23695,1184.75,close,0.5577
23696,1184.8,open,0.9998
23697,1184.85,open,1.0
23698,1184.9,open,1.0
23699,1184.95,open,1.0
23700,1185.0,open,1.0
23701,1185.05,open,1.0
23702,1185.1,open,1.0
23703,1185.15,open,1.0
23704,1185.2,open,1.0
23705,1185.25,open,1.0
23706,1185.3,open,1.0
23707,1185.35,close,0.7411
23708,1185.4,close,0.9962
23709,1185.45,close,0.9962
23710,1185.5,open,0.694
23711,1185.55,open,0.9998
23712,1185.6,open,1.0
23713,1185.65,open,1.0
23714,1185.7,open,1.0
23715,1185.75,open,1.0
23716,1185.8,open,1.0
23717,1185.85,open,1.0
23718,1185.9,open,1.0
23719,1185.95,open,1.0
23720,1186.0,open,1.0
23721,1186.05,open,1.0
23722,1186.1,open,0.9999
23723,1186.15,open,1.0
23724,1186.2,open,0.9999
23725,1186.25,open,1.0
23726,1186.3,open,0.9999
23727,1186.35,open,0.9999
23728,1186.4,open,0.9999
23729,1186.45,open,0.9999
23730,1186.5,open,1.0
23731,1186.55,open,1.0
23732,1186.6,open,0.9996
23733,1186.65,close,0.9955
23734,1186.7,close,0.9967
23735,1186.75,close,0.8907
23736,1186.8,open,0.9997
23737,1186.85,open,1.0
23738,1186.9,open,1.0
23739,1186.95,open,1.0
23740,1187.0,open,0.9999
23741,1187.05,open,1.0
23742,1187.1,open,0.9999
23743,1187.15,open,0.9999
23744,1187.2,open,0.9999
23745,1187.25,open,0.9999
23746,1187.3,open,1.0
23747,1187.35,open,1.0
23748,1187.4,open,0.9999
23749,1187.45,open,1.0
23750,1187.5,open,1.0
23751,1187.55,open,1.0
23752,1187.6,open,1.0
23753,1187.65,open,1.0
23754,1187.7,open,1.0
23755,1187.75,open,0.9999
23756,1187.8,close,0.9662
23757,1187.85,close,0.9969
23758,1187.9,close,0.9975
23759,1187.95,close,0.9974
23760,1188.0,close,0.9974
23761,1188.05,close,0.9979
23762,1188.1,close,0.9981
23763,1188.15,close,0.9979
23764,1188.2,close,0.997
23765,1188.25,close,0.9578
23766,1188.3,open,0.9629
23767,1188.35,open,0.9899
23768,1188.4,open,0.997
23769,1188.45,open,0.9993
23770,1188.5,open,0.9999
23771,1188.55,open,0.9999
23772,1188.6,open,1.0
23773,1188.65,open,1.0
23774,1188.7,open,1.0
23775,1188.75,open,1.0
23776,1188.8,open,1.0
23777,1188.85,open,1.0
23778,1188.9,open,1.0
23779,1188.95,open,1.0
23780,1189.0,open,1.0
23781,1189.05,open,1.0
23782,1189.1,open,0.9999
23783,1189.15,open,0.9389
23784,1189.2,open,1.0
23785,1189.25,open,1.0
23786,1189.3,open,1.0
23787,1189.35,open,1.0
23788,1189.4,open,1.0
23789,1189.45,open,1.0
23790,1189.5,open,1.0
23791,1189.55,open,1.0
23792,1189.6,open,1.0
23793,1189.65,open,1.0
23794,1189.7,open,1.0
23795,1189.75,open,1.0
23796,1189.8,open,1.0
23797,1189.85,open,1.0
23798,1189.9,open,1.0
23799,1189.95,open,1.0
23800,1190.0,close,0.9862
23801,1190.05,close,0.8393
23802,1190.1,open,0.9997
23803,1190.15,open,1.0
23804,1190.2,open,1.0
23805,1190.25,open,1.0
23806,1190.3,open,1.0
23807,1190.35,open,1.0
23808,1190.4,open,1.0
23809,1190.45,open,1.0
23810,1190.5,open,1.0
23811,1190.55,open,1.0
23812,1190.6,open,1.0
23813,1190.65,open,1.0
23814,1190.7,open,1.0
23815,1190.75,open,1.0
23816,1190.8,open,1.0
23817,1190.85,open,1.0
23818,1190.9,open,1.0
23819,1190.95,open,1.0
23820,1191.0,open,1.0
23821,1191.05,open,1.0
23822,1191.1,open,1.0
23823,1191.15,open,1.0
23824,1191.2,open,1.0
23825,1191.25,open,1.0
23826,1191.3,open,1.0
23827,1191.35,open,1.0
23828,1191.4,open,1.0
23829,1191.45,open,1.0
23830,1191.5,open,0.9998
23831,1191.55,close,0.9701
23832,1191.6,open,0.9963
23833,1191.65,open,1.0
23834,1191.7,open,1.0
23835,1191.75,open,1.0
23836,1191.8,open,1.0
23837,1191.85,open,0.9999
23838,1191.9,open,0.9999
23839,1191.95,open,0.9999
23840,1192.0,open,1.0
23841,1192.05,open,0.9999
23842,1192.1,open,0.9999
23843,1192.15,open,1.0
23844,1192.2,open,0.9999
23845,1192.25,open,0.9999
23846,1192.3,open,1.0
23847,1192.35,open,0.9999
23848,1192.4,open,0.9999
23849,1192.45,open,0.9999
23850,1192.5,open,0.9999
23851,1192.55,open,0.9999
23852,1192.6,open,0.9999
23853,1192.65,open,1.0
23854,1192.7,open,1.0
23855,1192.75,open,0.9996
23856,1192.8,open,0.567
23857,1192.85,open,1.0
23858,1192.9,open,1.0
23859,1192.95,open,0.9999
23860,1193.0,open,0.9999
23861,1193.05,open,0.9999
23862,1193.1,open,1.0
23863,1193.15,open,1.0
23864,1193.2,open,0.9999
23865,1193.25,open,1.0
23866,1193.3,open,0.9999
23867,1193.35,open,1.0
23868,1193.4,open,1.0
23869,1193.45,close,0.9278
23870,1193.5,close,0.9974
23871,1193.55,close,0.9901
23872,1193.6,open,0.995
23873,1193.65,open,0.9999
23874,1193.7,open,1.0
23875,1193.75,open,1.0
23876,1193.8,open,1.0
23877,1193.85,open,1.0
23878,1193.9,open,0.9986
23879,1193.95,close,0.9969
23880,1194.0,close,0.9963
23881,1194.05,close,0.8103
23882,1194.1,open,0.9995
23883,1194.15,open,1.0
23884,1194.2,open,1.0
23885,1194.25,open,1.0
23886,1194.3,open,1.0
23887,1194.35,open,1.0
23888,1194.4,open,1.0
23889,1194.45,open,1.0
23890,1194.5,open,1.0
23891,1194.55,open,1.0
23892,1194.6,open,0.9999
23893,1194.65,close,0.9642
23894,1194.7,close,0.8009
23895,1194.75,open,0.9987
23896,1194.8,open,0.9999
23897,1194.85,open,1.0
23898,1194.9,open,1.0
23899,1194.95,open,1.0
23900,1195.0,open,1.0
23901,1195.05,open,1.0
23902,1195.1,open,1.0
23903,1195.15,open,1.0
23904,1195.2,open,1.0
23905,1195.25,open,1.0
23906,1195.3,open,1.0
23907,1195.35,open,1.0
23908,1195.4,open,1.0
23909,1195.45,open,1.0
23910,1195.5,open,1.0
23911,1195.55,open,1.0
23912,1195.6,open,1.0
23913,1195.65,open,1.0
23914,1195.7,open,1.0
23915,1195.75,open,1.0
23916,1195.8,open,1.0
23917,1195.85,open,1.0
23918,1195.9,open,1.0
23919,1195.95,open,1.0
23920,1196.0,open,1.0
23921,1196.05,open,1.0
23922,1196.1,open,1.0
23923,1196.15,open,1.0
23924,1196.2,open,1.0
23925,1196.25,open,1.0
23926,1196.3,open,1.0
23927,1196.35,open,1.0
23928,1196.4,open,1.0
23929,1196.45,open,1.0
23930,1196.5,open,1.0
23931,1196.55,open,1.0
23932,1196.6,open,0.9939
23933,1196.65,close,0.7049
23934,1196.7,open,0.9998
23935,1196.75,open,1.0
23936,1196.8,close,0.6956
23937,1196.85,close,0.8058
23938,1196.9,open,0.9998
23939,1196.95,open,1.0
23940,1197.0,open,1.0
23941,1197.05,open,1.0
23942,1197.1,close,0.9781
23943,1197.15,close,0.9564
23944,1197.2,open,0.9998
23945,1197.25,open,1.0
23946,1197.3,open,1.0
23947,1197.35,open,1.0
23948,1197.4,open,1.0
23949,1197.45,open,1.0
23950,1197.5,open,1.0
23951,1197.55,open,1.0
23952,1197.6,open,1.0
23953,1197.65,open,1.0
23954,1197.7,open,1.0
23955,1197.75,open,1.0
23956,1197.8,close,0.9934
23957,1197.85,close,0.9732
23958,1197.9,open,0.9999
23959,1197.95,open,1.0
23960,1198.0,open,1.0
23961,1198.05,open,1.0
23962,1198.1,open,1.0
23963,1198.15,open,1.0
23964,1198.2,open,1.0
23965,1198.25,open,1.0
23966,1198.3,open,1.0
23967,1198.35,open,1.0
23968,1198.4,open,1.0
23969,1198.45,open,1.0
23970,1198.5,open,1.0
23971,1198.55,open,1.0
23972,1198.6,open,1.0
23973,1198.65,open,1.0
23974,1198.7,open,1.0
23975,1198.75,open,1.0
23976,1198.8,open,1.0
23977,1198.85,open,1.0
23978,1198.9,open,1.0
23979,1198.95,open,1.0
23980,1199.0,open,1.0
23981,1199.05,open,0.9426
23982,1199.1,close,0.9977
23983,1199.15,close,0.9596
23984,1199.2,open,0.9995
23985,1199.25,open,1.0
23986,1199.3,open,1.0
23987,1199.35,open,1.0
23988,1199.4,open,1.0
23989,1199.45,open,1.0
23990,1199.5,open,1.0
23991,1199.55,open,1.0
23992,1199.6,open,1.0
23993,1199.65,open,1.0
23994,1199.7,open,1.0
23995,1199.75,open,1.0
23996,1199.8,open,1.0
23997,1199.85,open,1.0
23998,1199.9,open,1.0
23999,1199.95,open,1.0
24000,1200.0,open,1.0
24001,1200.05,open,1.0
24002,1200.1,open,1.0
24003,1200.15,open,1.0
24004,1200.2,open,1.0
24005,1200.25,open,1.0
24006,1200.3,open,0.9996
24007,1200.35,open,0.9986
24008,1200.4,open,0.9991
24009,1200.45,open,0.9992
24010,1200.5,open,0.9992
24011,1200.55,open,0.9988
24012,1200.6,open,1.0
24013,1200.65,open,1.0
24014,1200.7,open,1.0
24015,1200.75,open,1.0
24016,1200.8,open,1.0
24017,1200.85,open,1.0
24018,1200.9,open,1.0
24019,1200.95,open,1.0
24020,1201.0,open,1.0
24021,1201.05,open,1.0
24022,1201.1,open,1.0
24023,1201.15,open,1.0
24024,1201.2,open,1.0
24025,1201.25,open,1.0
24026,1201.3,open,1.0
24027,1201.35,open,1.0
24028,1201.4,open,1.0
24029,1201.45,open,1.0
24030,1201.5,open,1.0
24031,1201.55,open,1.0
24032,1201.6,open,1.0
24033,1201.65,open,1.0
24034,1201.7,open,1.0
24035,1201.75,open,1.0
24036,1201.8,open,1.0
24037,1201.85,open,1.0
24038,1201.9,open,1.0
24039,1201.95,open,1.0
24040,1202.0,open,1.0
24041,1202.05,open,1.0
24042,1202.1,open,1.0
24043,1202.15,open,0.9999
24044,1202.2,close,0.9814
24045,1202.25,open,0.9986
24046,1202.3,open,1.0
24047,1202.35,open,1.0
24048,1202.4,open,1.0
24049,1202.45,open,1.0
24050,1202.5,open,1.0
24051,1202.55,open,1.0
24052,1202.6,open,1.0
24053,1202.65,open,1.0
24054,1202.7,open,1.0
24055,1202.75,open,1.0
24056,1202.8,open,1.0
24057,1202.85,open,1.0
24058,1202.9,open,1.0
24059,1202.95,open,1.0
24060,1203.0,open,0.9998
24061,1203.05,close,0.991
24062,1203.1,open,0.9553
24063,1203.15,open,1.0
24064,1203.2,open,1.0
24065,1203.25,open,1.0
24066,1203.3,open,0.9741
24067,1203.35,close,0.9977
24068,1203.4,open,0.8813
24069,1203.45,open,1.0
24070,1203.5,open,1.0
24071,1203.55,open,1.0
24072,1203.6,open,1.0
24073,1203.65,open,1.0
24074,1203.7,open,1.0
24075,1203.75,open,1.0
24076,1203.8,open,1.0
24077,1203.85,open,1.0
24078,1203.9,open,1.0
24079,1203.95,open,1.0
24080,1204.0,open,1.0
24081,1204.05,open,1.0
24082,1204.1,open,1.0
24083,1204.15,open,1.0
24084,1204.2,open,1.0
24085,1204.25,open,1.0
24086,1204.3,open,1.0
24087,1204.35,open,1.0
24088,1204.4,open,1.0
24089,1204.45,open,1.0
24090,1204.5,open,1.0
24091,1204.55,open,1.0
24092,1204.6,open,1.0
24093,1204.65,open,1.0
24094,1204.7,open,1.0
24095,1204.75,open,1.0
24096,1204.8,open,1.0
24097,1204.85,open,1.0
24098,1204.9,open,1.0
24099,1204.95,open,1.0
24100,1205.0,open,1.0
24101,1205.05,open,1.0
24102,1205.1,open,1.0
24103,1205.15,open,1.0
24104,1205.2,open,1.0
24105,1205.25,open,0.9997
24106,1205.3,close,0.9976
24107,1205.35,open,0.9484
24108,1205.4,open,1.0
24109,1205.45,open,1.0
24110,1205.5,open,1.0
24111,1205.55,open,1.0
24112,1205.6,open,1.0
24113,1205.65,open,1.0
24114,1205.7,open,1.0
24115,1205.75,open,1.0
24116,1205.8,open,1.0
24117,1205.85,open,1.0
24118,1205.9,open,1.0
24119,1205.95,open,1.0
24120,1206.0,open,1.0
24121,1206.05,open,1.0
24122,1206.1,open,1.0
24123,1206.15,open,1.0
24124,1206.2,open,1.0
24125,1206.25,open,1.0
24126,1206.3,open,0.91
24127,1206.35,close,0.9984
24128,1206.4,close,0.9983
24129,1206.45,close,0.9981
24130,1206.5,close,0.9977
24131,1206.55,close,0.9971
24132,1206.6,close,0.9973
24133,1206.65,close,0.997
24134,1206.7,open,0.6858
24135,1206.75,open,0.9993
24136,1206.8,open,0.9999
24137,1206.85,open,1.0
24138,1206.9,open,1.0
24139,1206.95,open,1.0
24140,1207.0,open,0.9999
24141,1207.05,open,0.703
24142,1207.1,open,1.0
24143,1207.15,open,1.0
24144,1207.2,open,1.0
24145,1207.25,open,1.0
24146,1207.3,open,1.0
24147,1207.35,open,1.0
24148,1207.4,open,1.0
24149,1207.45,open,1.0
24150,1207.5,open,1.0
24151,1207.55,open,1.0
24152,1207.6,open,1.0
24153,1207.65,open,1.0
24154,1207.7,open,1.0
24155,1207.75,open,1.0
24156,1207.8,open,0.9836
24157,1207.85,close,0.9967
24158,1207.9,close,0.8888
24159,1207.95,open,0.9997
24160,1208.0,open,1.0
24161,1208.05,open,1.0
24162,1208.1,open,0.9989
24163,1208.15,close,0.9942
24164,1208.2,open,0.9998
24165,1208.25,open,1.0
24166,1208.3,open,1.0
24167,1208.35,open,1.0
24168,1208.4,open,1.0
24169,1208.45,open,1.0
24170,1208.5,open,1.0
24171,1208.55,open,1.0
24172,1208.6,open,1.0
24173,1208.65,open,1.0
24174,1208.7,open,1.0
24175,1208.75,open,1.0
24176,1208.8,open,1.0
24177,1208.85,open,1.0
24178,1208.9,open,1.0
24179,1208.95,open,1.0
24180,1209.0,open,1.0
24181,1209.05,open,1.0
24182,1209.1,open,1.0
24183,1209.15,open,1.0
24184,1209.2,open,1.0
24185,1209.25,open,1.0
24186,1209.3,open,0.9947
24187,1209.35,open,0.9932
24188,1209.4,open,0.9998
24189,1209.45,open,0.9984
24190,1209.5,close,0.8932
24191,1209.55,open,0.9997
24192,1209.6,open,1.0
24193,1209.65,open,1.0
24194,1209.7,open,1.0
24195,1209.75,open,1.0
24196,1209.8,open,1.0
24197,1209.85,open,1.0
24198,1209.9,open,1.0
24199,1209.95,open,1.0
24200,1210.0,open,1.0
24201,1210.05,open,1.0
24202,1210.1,open,1.0
24203,1210.15,open,1.0
24204,1210.2,open,1.0
24205,1210.25,open,1.0
24206,1210.3,open,1.0
24207,1210.35,open,1.0
24208,1210.4,open,1.0
24209,1210.45,open,1.0
24210,1210.5,open,1.0
24211,1210.55,open,1.0
24212,1210.6,open,0.9997
24213,1210.65,close,0.997
24214,1210.7,open,0.9827
24215,1210.75,open,1.0
24216,1210.8,open,1.0
24217,1210.85,open,1.0
24218,1210.9,open,1.0
24219,1210.95,open,1.0
24220,1211.0,open,1.0
24221,1211.05,open,1.0
24222,1211.1,open,1.0
24223,1211.15,open,1.0
24224,1211.2,open,1.0
24225,1211.25,open,1.0
24226,1211.3,open,1.0
24227,1211.35,open,1.0
24228,1211.4,open,1.0
24229,1211.45,open,1.0
24230,1211.5,open,1.0
24231,1211.55,open,1.0
24232,1211.6,open,1.0
24233,1211.65,open,1.0
24234,1211.7,open,1.0
24235,1211.75,open,1.0
24236,1211.8,open,1.0
24237,1211.85,open,1.0
24238,1211.9,open,1.0
24239,1211.95,open,0.9881
24240,1212.0,close,0.5938
24241,1212.05,open,0.9995
24242,1212.1,open,1.0
24243,1212.15,open,1.0
24244,1212.2,open,1.0
24245,1212.25,open,1.0
24246,1212.3,open,1.0
24247,1212.35,open,1.0
24248,1212.4,open,1.0
24249,1212.45,open,1.0
24250,1212.5,open,1.0
24251,1212.55,open,1.0
24252,1212.6,open,1.0
24253,1212.65,open,1.0
24254,1212.7,open,1.0
24255,1212.75,open,1.0
24256,1212.8,open,1.0
24257,1212.85,open,1.0
24258,1212.9,open,0.9999
24259,1212.95,open,1.0
24260,1213.0,open,1.0
24261,1213.05,close,0.9886
24262,1213.1,close,0.9962
24263,1213.15,open,0.8063
24264,1213.2,open,1.0
24265,1213.25,open,1.0
24266,1213.3,open,1.0
24267,1213.35,open,0.9999
24268,1213.4,open,0.9999
24269,1213.45,open,1.0
24270,1213.5,open,1.0
24271,1213.55,open,0.9999
24272,1213.6,open,0.9999
24273,1213.65,open,0.9999
24274,1213.7,open,1.0
24275,1213.75,open,1.0
24276,1213.8,close,0.9373
24277,1213.85,close,0.9966
24278,1213.9,close,0.8249
24279,1213.95,open,0.9998
24280,1214.0,open,1.0
24281,1214.05,open,1.0
24282,1214.1,open,1.0
24283,1214.15,open,1.0
24284,1214.2,open,1.0
24285,1214.25,open,1.0
24286,1214.3,open,1.0
24287,1214.35,close,0.8286
24288,1214.4,close,0.9977
24289,1214.45,close,0.9913
24290,1214.5,open,0.9973
24291,1214.55,open,1.0
24292,1214.6,open,1.0
24293,1214.65,open,1.0
24294,1214.7,open,1.0
24295,1214.75,open,1.0
24296,1214.8,open,1.0
24297,1214.85,open,1.0
24298,1214.9,open,1.0
24299,1214.95,open,1.0
24300,1215.0,open,0.9986
24301,1215.05,close,0.9974
24302,1215.1,close,0.9982
24303,1215.15,close,0.998
24304,1215.2,close,0.9967
24305,1215.25,open,0.7812
24306,1215.3,open,0.9994
24307,1215.35,open,0.9999
24308,1215.4,open,1.0
24309,1215.45,open,1.0
24310,1215.5,open,1.0
24311,1215.55,open,1.0
24312,1215.6,open,1.0
24313,1215.65,open,1.0
24314,1215.7,open,1.0
24315,1215.75,open,1.0
24316,1215.8,open,0.9999
24317,1215.85,close,0.9876
24318,1215.9,close,0.9384
24319,1215.95,open,0.9948
24320,1216.0,open,0.9999
24321,1216.05,open,1.0
24322,1216.1,open,1.0
24323,1216.15,open,1.0
24324,1216.2,open,1.0
24325,1216.25,open,0.7257
24326,1216.3,close,0.9854
24327,1216.35,close,0.5456
24328,1216.4,open,0.9994
24329,1216.45,open,1.0
24330,1216.5,open,1.0
24331,1216.55,open,1.0
24332,1216.6,open,1.0
24333,1216.65,open,1.0
24334,1216.7,open,1.0
24335,1216.75,open,1.0
24336,1216.8,open,1.0
24337,1216.85,open,1.0
24338,1216.9,open,1.0
24339,1216.95,open,1.0
24340,1217.0,open,1.0
24341,1217.05,open,1.0
24342,1217.1,open,1.0
24343,1217.15,open,1.0
24344,1217.2,open,1.0
24345,1217.25,open,1.0
24346,1217.3,open,1.0
24347,1217.35,open,1.0
24348,1217.4,open,1.0
24349,1217.45,open,1.0
24350,1217.5,open,1.0
24351,1217.55,open,1.0
24352,1217.6,open,1.0
24353,1217.65,open,1.0
24354,1217.7,open,1.0
24355,1217.75,open,1.0
24356,1217.8,open,1.0
24357,1217.85,open,1.0
24358,1217.9,open,1.0
24359,1217.95,open,1.0
24360,1218.0,open,1.0
24361,1218.05,open,1.0
24362,1218.1,open,1.0
24363,1218.15,open,1.0
24364,1218.2,open,1.0
24365,1218.25,open,1.0
24366,1218.3,open,1.0
24367,1218.35,open,1.0
24368,1218.4,open,1.0
24369,1218.45,open,0.9999
24370,1218.5,close,0.9714
24371,1218.55,close,0.9355
24372,1218.6,open,0.9987
24373,1218.65,open,1.0
24374,1218.7,open,1.0
24375,1218.75,open,1.0
24376,1218.8,open,1.0
24377,1218.85,open,1.0
24378,1218.9,open,1.0
24379,1218.95,open,1.0
24380,1219.0,open,1.0
24381,1219.05,open,1.0
24382,1219.1,open,1.0
24383,1219.15,close,0.9319
24384,1219.2,close,0.9963
24385,1219.25,open,0.9924
24386,1219.3,open,1.0
24387,1219.35,open,1.0
24388,1219.4,open,1.0
24389,1219.45,open,0.9999
24390,1219.5,open,0.9999
24391,1219.55,open,0.9999
24392,1219.6,open,1.0
24393,1219.65,open,1.0
24394,1219.7,open,1.0
24395,1219.75,open,1.0
24396,1219.8,open,0.5814
24397,1219.85,close,0.9957
24398,1219.9,close,0.9597
24399,1219.95,open,0.9962
24400,1220.0,open,0.9999
24401,1220.05,open,1.0
24402,1220.1,open,1.0
24403,1220.15,open,1.0
24404,1220.2,open,1.0
24405,1220.25,open,1.0
24406,1220.3,open,1.0
24407,1220.35,open,1.0
24408,1220.4,open,1.0
24409,1220.45,open,0.7409
24410,1220.5,close,0.9945
24411,1220.55,close,0.6412
24412,1220.6,open,0.9978
24413,1220.65,open,0.9998
24414,1220.7,open,0.9999
24415,1220.75,open,1.0
24416,1220.8,open,1.0
24417,1220.85,open,1.0
24418,1220.9,open,1.0
24419,1220.95,open,1.0
24420,1221.0,open,1.0
24421,1221.05,open,1.0
24422,1221.1,open,1.0
24423,1221.15,open,1.0
24424,1221.2,open,1.0
24425,1221.25,close,0.9884
24426,1221.3,close,0.9974
24427,1221.35,close,0.9856
24428,1221.4,open,0.9958
24429,1221.45,open,0.9999
24430,1221.5,open,1.0
24431,1221.55,open,1.0
24432,1221.6,open,1.0
24433,1221.65,open,1.0
24434,1221.7,open,1.0
24435,1221.75,open,1.0
24436,1221.8,open,1.0
24437,1221.85,open,1.0
24438,1221.9,open,1.0
24439,1221.95,open,1.0
24440,1222.0,open,1.0
24441,1222.05,open,1.0
24442,1222.1,open,1.0
24443,1222.15,open,1.0
24444,1222.2,open,1.0
24445,1222.25,close,0.9111
24446,1222.3,close,0.9943
24447,1222.35,close,0.8815
24448,1222.4,open,0.9979
24449,1222.45,open,0.9999
24450,1222.5,open,1.0
24451,1222.55,open,1.0
24452,1222.6,open,1.0
24453,1222.65,open,1.0
24454,1222.7,open,1.0
24455,1222.75,open,1.0
24456,1222.8,open,1.0
24457,1222.85,open,1.0
24458,1222.9,open,1.0
24459,1222.95,open,1.0
24460,1223.0,open,1.0
24461,1223.05,open,1.0
24462,1223.1,open,1.0
24463,1223.15,open,1.0
24464,1223.2,open,1.0
24465,1223.25,open,1.0
24466,1223.3,open,1.0
24467,1223.35,open,0.8979
24468,1223.4,close,0.9955
24469,1223.45,close,0.9916
24470,1223.5,open,0.895
24471,1223.55,open,0.9999
24472,1223.6,open,1.0
24473,1223.65,open,1.0
24474,1223.7,open,1.0
24475,1223.75,open,1.0
24476,1223.8,open,1.0
24477,1223.85,open,1.0
24478,1223.9,open,1.0
24479,1223.95,open,1.0
24480,1224.0,open,1.0
24481,1224.05,open,1.0
24482,1224.1,open,1.0
24483,1224.15,open,1.0
24484,1224.2,open,1.0
24485,1224.25,open,1.0
24486,1224.3,open,1.0
24487,1224.35,open,1.0
24488,1224.4,open,1.0
24489,1224.45,open,1.0
24490,1224.5,open,1.0
24491,1224.55,open,1.0
24492,1224.6,open,1.0
24493,1224.65,open,1.0
24494,1224.7,open,1.0
24495,1224.75,open,1.0
24496,1224.8,open,1.0
24497,1224.85,open,1.0
24498,1224.9,open,1.0
24499,1224.95,open,1.0
24500,1225.0,open,1.0
24501,1225.05,open,1.0
24502,1225.1,open,1.0
24503,1225.15,open,1.0
24504,1225.2,open,1.0
24505,1225.25,open,1.0
24506,1225.3,close,0.8467
24507,1225.35,close,0.8019
24508,1225.4,open,0.9994
24509,1225.45,open,1.0
24510,1225.5,open,1.0
24511,1225.55,open,1.0
24512,1225.6,open,1.0
24513,1225.65,open,1.0
24514,1225.7,open,1.0
24515,1225.75,open,1.0
24516,1225.8,open,0.9999
24517,1225.85,open,1.0
24518,1225.9,open,1.0
24519,1225.95,open,1.0
24520,1226.0,open,1.0
24521,1226.05,open,1.0
24522,1226.1,open,1.0
24523,1226.15,open,1.0
24524,1226.2,open,1.0
24525,1226.25,open,1.0
24526,1226.3,open,1.0
24527,1226.35,open,1.0
24528,1226.4,open,1.0
24529,1226.45,open,0.9999
24530,1226.5,open,1.0
24531,1226.55,open,1.0
24532,1226.6,open,1.0
24533,1226.65,open,1.0
24534,1226.7,open,1.0
24535,1226.75,open,1.0
24536,1226.8,open,0.9975
24537,1226.85,close,0.9937
24538,1226.9,close,0.8223
24539,1226.95,open,0.9997
24540,1227.0,open,1.0
24541,1227.05,open,1.0
24542,1227.1,open,1.0
24543,1227.15,open,0.9999
24544,1227.2,open,0.9999
24545,1227.25,open,0.9999
24546,1227.3,open,0.9999
24547,1227.35,open,1.0
24548,1227.4,open,0.9999
24549,1227.45,open,0.9999
24550,1227.5,open,0.9999
24551,1227.55,open,0.9999
24552,1227.6,open,0.9999
24553,1227.65,open,1.0
24554,1227.7,open,1.0
24555,1227.75,open,1.0
24556,1227.8,open,1.0
24557,1227.85,open,1.0
24558,1227.9,open,1.0
24559,1227.95,open,1.0
24560,1228.0,open,1.0
24561,1228.05,open,1.0
24562,1228.1,open,1.0
24563,1228.15,open,1.0
24564,1228.2,open,1.0
24565,1228.25,open,0.9999
24566,1228.3,open,1.0
24567,1228.35,open,1.0
24568,1228.4,open,1.0
24569,1228.45,open,0.9512
24570,1228.5,close,0.9969
24571,1228.55,close,0.9951
24572,1228.6,open,0.9776
24573,1228.65,open,0.9998
24574,1228.7,open,1.0
24575,1228.75,open,1.0
24576,1228.8,open,1.0
24577,1228.85,open,1.0
24578,1228.9,open,1.0
24579,1228.95,open,1.0
24580,1229.0,open,1.0
24581,1229.05,open,1.0
24582,1229.1,open,1.0
24583,1229.15,open,1.0
24584,1229.2,open,1.0
24585,1229.25,open,1.0
24586,1229.3,open,1.0
24587,1229.35,open,1.0
24588,1229.4,open,1.0
24589,1229.45,open,1.0
24590,1229.5,open,1.0
24591,1229.55,open,1.0
24592,1229.6,open,1.0
24593,1229.65,open,1.0
24594,1229.7,open,1.0
24595,1229.75,open,1.0
24596,1229.8,open,1.0
24597,1229.85,close,0.9479
24598,1229.9,close,0.9737
24599,1229.95,open,0.9984
24600,1230.0,open,1.0
24601,1230.05,open,1.0
24602,1230.1,open,1.0
24603,1230.15,open,1.0
24604,1230.2,open,1.0
24605,1230.25,open,1.0
24606,1230.3,open,1.0
24607,1230.35,open,1.0
24608,1230.4,open,1.0
24609,1230.45,open,1.0
24610,1230.5,open,1.0
24611,1230.55,open,1.0
24612,1230.6,open,1.0
24613,1230.65,open,1.0
24614,1230.7,open,1.0
24615,1230.75,open,1.0
24616,1230.8,open,1.0
24617,1230.85,open,1.0
24618,1230.9,open,1.0
24619,1230.95,open,1.0
24620,1231.0,open,1.0
24621,1231.05,open,1.0
24622,1231.1,open,1.0
24623,1231.15,open,1.0
24624,1231.2,open,1.0
24625,1231.25,open,1.0
24626,1231.3,open,1.0
24627,1231.35,open,1.0
24628,1231.4,open,1.0
24629,1231.45,open,1.0
24630,1231.5,open,1.0
24631,1231.55,open,1.0
24632,1231.6,open,1.0
24633,1231.65,open,1.0
24634,1231.7,open,1.0
24635,1231.75,open,1.0
24636,1231.8,open,1.0
24637,1231.85,open,1.0
24638,1231.9,open,1.0
